Rank,Metals Industry,Number Of Employees,"Change In 
 Rank",Industry,Company Description,"Revenues
 ($millions)","Revenue 
 Change","Profits
 ($millions)","Profit 
 Change","Assets
 ($millions)","Market Value 
 As of 3/31/20 ($m)"
533.0,Nisource,8363.0,2.0,Energy Holding Company,"The Company's Subsidiaries Provide Natural Gas, Electricity, And Other Products And Services To Customers Located Within A Corridor That Runs From The Gulf Coast Through The Midwest To New England.",5209.0,0.018,383.1,-,22660.0,9545.0
534.0,Marathon Oil,2000.0,-78.0,Oil Industry Company,Marathon Oil Corporation (mro) Is An Independent Energy Company Specializing In Exploration And Production.,5190.0,-0.211,480.0,-0.562,20245.0,2618.0
535.0,National General Holdings,9200.0,30.0,Insurance Company," The Company Provides Personal And Commercial Automobile Insurance, Health Insurance, And Other Niche Insurance Products.",5180.0,0.124,348.1,0.679,9757.0,1882.0
536.0,Telephone & Data Systems,9400.0,-,Communications Services,"Telephone And Data Systems, Inc. Is A Chicago-based Telecommunications Service Company Providing Wireless Products And Services; Cable And Wireline Broadband, Tv And Voice Services.",5176.0,0.013,121.0,-0.104,10781.0,1924.0
537.0,Agilent Technologies,16300.0,10.0,Analytical Laboratory Instrument Manufacturing Company,"Agilent Technologies, Inc. Is An American Analytical Instrumentation Development And Manufacturing Company That Offers Its Products And Services To Markets Worldwide. ",5163.0,0.051,1071.0,2.389,9452.0,22177.0
538.0,Ametek,18100.0,14.0,Manufacturing Company,"Ametek, Inc. Is An American Global Manufacturer Of Electronic Instruments And Electromechanical Devices.",5159.0,0.065,861.3,0.107,9845.0,16506.0
539.0,Evergy,4617.0,59.0,Energy Company,"Evergy, Inc., Is An Energy Company. The Company Provides Electricity Generation, Transmission And Distribution Services.",5148.0,0.204,669.9,0.25,25976.0,12478.0
540.0,International Flavors & Fragrances,13668.0,90.0,Corporation,International Flavors & Fragrances Is A Leading Innovator Of Sensory Experiences That Move The World.,5140.0,0.292,455.9,0.352,13287.0,10902.0
541.0,Adt,17500.0,25.0,Security Company,"The Air Developer Tool (adt) Is A Multi-purpose, Command-line Tool For Developing Air Applications.",5126.0,0.119,-424.2,-,16084.0,3283.0
542.0,Welltower,443.0,16.0,Real Estate Investment Trust Company,"Welltower Inc. Is A Real Estate Investment Trust That Mostly Invests In Seniors Housing, Assisted Living And Memory Care Communities, Post-acute Care Facilities, And Medical Office Buildings",5121.0,0.09,1232.4,0.531,33381.0,18795.0
543.0,Windstream Holdings,11945.0,-50.0,Telephone Service Company,"Windstream, Is A Provider Of Voice And Data Network Communications, And Managed Services, To Businesses In The United States. ",5115.0,-0.105,-3090.0,-,9898.0,2.0
544.0,Michaels,28000.0,-21.0,Specialty Retail Company,"Michaels Cos., Inc. Is An Arts And Crafts Specialty Retailer, Which Engages In The Provision Of Materials, Project Ideas, And Education For Creative Activities.",5072.0,-0.038,272.6,-0.147,3838.0,238.0
545.0,Kemper,8900.0,115.0,Insurance Company," Kemper Family Of Companies Provides Insurance For Individuals, Families And Businesses.",5039.0,0.353,531.1,1.794,12989.0,4970.0
546.0,Hyatt Hotels,55000.0,34.0,Hospitality,Hyatt Hotels Corp. Engages In The Development And Management Of Resort And Hotel Chains.,5020.0,0.127,766.0,-0.004,8417.0,4853.0
547.0,Alexion Pharmaceuticals,3082.0,67.0,Pharmaceutical Company,Alexion Is A Global Biopharmaceutical Company Focused On Developing Life-changing Therapies For People Living With Rare Disorders.,4991.0,0.208,2404.3,29.983,17545.0,19942.0
548.0,Resideo Technologies,13000.0,-,Technology,"Resideo Technologies, Inc. Provides Home Comfort And Security Solutions. The Company Offers Low Voltage Connected Devices Which Delivers Access To Controls, Monitoring, And Alerts.",4988.0,-,36.0,-,5128.0,595.0
549.0,Caci International,22100.0,29.0,Information Technology Company," Caci International Inc, Together With Its Subsidiaries, Provides Information Solutions And Services In North America And Internationally. ",4986.0,0.116,265.6,-0.118,5087.0,5294.0
550.0,Electronic Arts,9700.0,-17.0,Video Game Company,"Electronic Arts Inc. Is An American Video Game Company Headquartered In Redwood City, California. ",4950.0,-0.039,1019.0,-0.023,8957.0,29017.0
551.0,Vulcan Materials,9173.0,37.0,Construction Company," It Is Principally Engaged In The Production, Distribution And Sale Of Construction Materials.",4929.0,0.125,617.7,0.197,10649.0,14325.0
552.0,Treehouse Foods,10800.0,-63.0,Food Processing ,Treehouse Foods Inc. Is A Multinational Food Processing Company Specializing In Producing Private Label Packaged Foods Headquartered In Oak Brook.,4927.0,-0.152,-361.0,-,5139.0,2484.0
553.0,Global Payments,24000.0,150.0,Financial Service,Global Payments Inc. Is A Leading Worldwide Provider Of Payment Technology And Software Solutions Delivering Innovative Services To Our Customers Globally.,4912.0,0.459,430.6,-0.047,44480.0,43288.0
554.0,Hanover Insurance Group,4300.0,-38.0,Insurance Company,"Hanover Insurance Group Has Been Providing World Class Auto, Home, And Business Insurance Services To Our Customers.",4897.0,-0.094,425.1,0.087,12491.0,3457.0
555.0,Camping World Holdings,11508.0,-2.0,Retail Company,"Camping World Holdings, Inc. Is An American Corporation Specializing In Selling Recreational Vehicles, Recreational Vehicle Parts, And Recreational Vehicle Service. They Also Sell Supplies For Camping.",4892.0,0.021,-60.6,-6.827,3376.0,502.0
556.0,Cornerstone Building Brands,20100.0,431.0,Building Materials,"As The Largest Manufacturer Of Exterior Building Products, We Provide Comprehensive Residential And Commercial Building Solutions For Our Customers Nationwide.",4890.0,1.444,-15.4,-1.244,5564.0,575.0
557.0,Yrc Worldwide,29000.0,-20.0,Holding Company,Yrc Worldwide Inc. Is A Leading Provider Of Transportation And Global Logistics Services.,4871.0,-0.043,-104.0,-6.149,1832.0,61.0
558.0,Cme Group,4360.0,36.0,Financial Services,"Cme Group Inc. Operates A Derivatives Exchange That Trades Futures Contracts And Options On Futures, Interest Rates, Stock Indexes, Foreign Exchange, And Commodities. ",4868.0,0.13,2116.5,0.079,75215.0,61985.0
559.0,Chewy,12000.0,-,E-commerce Company,"Chewy, Inc. Is An American Online Retailer Of Pet Food And Other Pet-related Products.",4847.0,0.372,-252.4,-,932.0,14944.0
560.0,Knight-swift Transportation Holdings,23700.0,-39.0, Transportation Holdings,"Knight-swift Transportation Holdings Inc. Is A Publicly Traded, American, Truckload Motor Shipping Carrier Based In Phoenix, Arizona. It Is The Largest Trucking Company In The United States.",4844.0,-0.094,309.2,-0.263,8282.0,5569.0
561.0,Moody's,11081.0,21.0,Bond Credit Rating Company,Moody's Is A Global Integrated Risk Assessment Firm That Empowers Organizations To Make Better Decisions.,4829.0,0.087,1422.0,0.086,10265.0,39594.0
562.0,Coca-cola Consolidated,15850.0,1.0,Beverage Company,"Coca-cola Consolidated, Inc. Manufactures And Supplies Non-alcoholic Beverages.",4827.0,0.043,11.4,-,3127.0,1955.0
563.0,Carlisle,14000.0,7.0,Construction,"Carlisle Companies Incorporated Is A Diversified, Global Portfolio Of Niche Brands And Businesses That Manufacture Highly Engineered Products",4812.0,0.058,472.8,-0.226,5496.0,6977.0
564.0,Sealed Air,16500.0,-9.0,Conglomerate,Sealed Air Corporation Is A Packaging Company Known For Its Brands: Cryovac Food Packaging And Bubble Wrap Cushioning Packaging,4791.0,0.012,263.0,0.362,5765.0,3822.0
565.0,A-mark Precious Metals,183.0,-164.0,Metals Trading Company,A Mark Coin Company -- Is A Precious Metals Trading Company.,4783.0,-0.371,2.2,-,705.0,86.0
566.0,Watsco,5800.0,6.0,Building Materials,"Watsco, Inc. Is The Largest Distributor Of Air Conditioning, Heating And Refrigeration Equipment And Related Parts And Supplies (hvac/r) In The United States.",4770.0,0.049,246.0,0.012,2556.0,6050.0
567.0,Taylor Morrison Home,2300.0,37.0,Real Estate,Taylor Morrison Home Corporation (taylor Morrison) Is A Home Building And Land Developing Company.,4762.0,0.126,254.7,0.234,5246.0,1479.0
568.0,Iac/interactivecorp,8700.0,32.0,Media Company,Iac/interactivecorp Operates As A Media And Internet Company Worldwide.,4757.0,0.116,431.1,-0.312,8333.0,15192.0
569.0,Leggett & Platt,22000.0,30.0,Residential Bedding And Furniture,"Leggett & Platt Adjustable Bed Bases Include Many Comfort Features, Like Customizable Positions, Under-bed Lighting, And Room Scenes.",4753.0,0.113,333.8,0.091,4816.0,3528.0
570.0,Onemain Holdings,9700.0,33.0,Financial Services Company,"Onemain Holdings, Inc. Is An American Financial Services Holding Company Headquartered In Evansville, Indiana, With Central Offices Throughout The United State.",4749.0,0.122,855.0,0.913,22817.0,2604.0
571.0,Schneider National,15650.0,-29.0,Logistics Company,One Of The Broadest Range Of Supply Chain & Freight Shipping Solutions.,4747.0,-0.046,147.0,-0.453,3660.0,3426.0
572.0,Martin Marietta Materials,8846.0,29.0,Building Material Company,"Martin Marietta Materials, Inc. Produces Aggregates For The Construction Industry, Including Highways, Infrastructure, Commercial, And Residential.",4739.0,0.117,611.9,0.302,10132.0,11770.0
573.0,Nortonlifelock,11900.0,-23.0,Software Company,The Company Provides Cybersecurity Software And Services.,4731.0,-0.032,31.0,-0.973,15938.0,11233.0
574.0,Hasbro,5600.0,-7.0,Toy Company,"Hasbro, Inc Is An American Multinational Conglomerate With Toy, Board Game, And Media Assets, Headquartered In Pawtucket, Rhode Island.",4720.0,0.031,520.5,1.361,8856.0,9794.0
575.0,Square,3835.0,140.0,Internet,"Square, Inc. Is An American Financial Services, Merchant Services Aggregator, And Mobile Payment Company Based In San Francisco, California. The Company Markets Software And Hardware Payments Products And Has Expanded Into Small Business Services.",4714.0,0.429,375.4,-,4551.0,22798.0
576.0,Terex,9500.0,-42.0,Manufacturing Company,"Terex Corporation Is An American Worldwide Manufacturer Of Lifting And Material-handling Plant For A Variety Of Industries, Including Construction, Infrastructure, Quarrying, Recycling, Energy, Mining, Shipping, Transportation, Refining And Utilities.",4680.0,-0.087,54.4,-0.522,3196.0,1015.0
577.0,Syneos Health,24000.0,10.0,Contract Research Organization,Syneos Health® Is The Only Fully Integrated End-to-end Clinical And Commercial Solution Organization.,4676.0,0.065,131.3,4.405,7454.0,4109.0
578.0,Fmc,6400.0,-22.0,Chemical Manufacturing Company,Fmc Corporation Is An American Chemical Manufacturing Company  Which Originated As An Insecticide Producer And Later Diversified Into Other Industries.,4662.0,-0.015,477.4,-0.049,9873.0,10574.0
579.0,Boise Cascade,6010.0,-39.0,Building Materials,Boise Cascade Company Manufactures And Markets Wood Products.,4643.0,-0.07,80.9,2.952,1693.0,932.0
580.0,Ss&c Technologies Holdings,22800.0,115.0,Financial Technology Company,Ss&c Is A Global Provider Of Investment And Financial Services And Software For The Financial Services And Healthcare Industries.,4633.0,0.354,438.5,3.249,16741.0,11204.0
581.0,Continental Resources,1260.0,-24.0,Production Company,"Continental Resources, Inc. Engages In The Exploration, Development And Production Of Crude Oil And Natural Gas.",4632.0,-0.016,775.6,-0.215,15728.0,2789.0
582.0,Peabody Energy,6600.0,-83.0,Coal Mining,It Is The Largest Private Sector Coal Company In The World. ,4623.0,-0.172,-211.3,-1.327,6543.0,282.0
583.0,Encompass Health,35690.0,13.0,Health Care,"The Company Operates Inpatient Rehabilitation Hospitals, Outpatient And Rehabilitation Satellites, And Home Health Agencies.",4605.0,0.077,358.7,0.227,6081.0,6303.0
584.0,Greif,17000.0,55.0,Packaging Company,Greif Is A World Leader In Industrial Packaging Products And Services.,4595.0,0.186,171.0,-0.183,5427.0,1698.0
585.0,Concho Resources,1453.0,26.0,Oil & Gas,"Concho Is An Independent Oil And Natural Gas Company Engaged In The Acquisition, Development And Exploration Of Oil And Natural Gas Properties.",4592.0,0.106,-705.0,-1.308,24732.0,8429.0
586.0,Hubbell,18800.0,-9.0,Electrical And Electronic Products,"Hubbell Incorporated Is An American Company That Designs, Manufactures And Sells Electrical And Electronic Products For Non-residential And Residential Construction, Industrial And Utility Applications.",4591.0,0.024,400.9,0.113,4903.0,6239.0
587.0,Cf Industries Holdings,2987.0,-3.0,Manufacturing Company,"Cf Industries Holdings, Inc. Manufactures And Distributes Nitrogen Fertilizers And Other Nitrogen Products Worldwide. ",4590.0,0.036,493.1,0.701,12172.0,5880.0
588.0,Kla,10020.0,35.0,Semiconductor Manufacturing Company,It Supplies Process Control And Yield Management Systems For The Semiconductor Industry And Other Related Nanoelectronics Industries.,4569.0,0.132,1175.6,0.465,9009.0,22534.0
589.0,Genesis Healthcare,55000.0,-46.0,Healthcare Company,"Genesis Healthcare, Inc. Provides Post-acute Care Services Through A Network Of Skilled Nursing Centers And Assisted/senior Living Communities In The United States.",4566.0,-0.083,14.6,-,4662.0,139.0
590.0,Brunswick,12828.0,-58.0,Shipbuilding,"Brunswick Corporation, A World-class Leader In The Marine Industry, Turns Innovation Into Reality Via Renowned Marine Brands.",4557.0,-0.117,-131.0,-1.494,3564.0,2807.0
591.0,Kb Home,2140.0,-20.0,Homebuilding,Kb Home Is One Of The Largest And Most Recognized Home Builders In The United States And Has Been Building Quality Homes For Over 60 Years.,4553.0,0.001,268.8,0.578,5016.0,1631.0
592.0,Globe Life,3196.0,3.0,Insurance,"Globe Life, Based In Mckinney, Texas, Provides Life And Health Insurance Coverage Nationwide.",4528.0,0.052,760.8,0.085,25978.0,7729.0
593.0,Mattel,24000.0,-18.0,Toy Company,"Mattel, Inc. Is An American Multinational Toy Manufacturing Company.",4505.0,-0.002,-213.5,-,5325.0,3056.0
594.0,Ryerson Holding,4500.0,-8.0,Mining & Metals,Ryerson Holding Corp Is In The Processing And Distribution Of Metals. ,4502.0,0.021,82.4,-0.223,2022.0,199.0
595.0,Silgan Holdings,13220.0,-14.0,Packaging Manufacturing,Silgan Holdings Is A Connecticut-based American Manufacturing Company That Produces Consumer Goods Packaging. ,4490.0,0.009,193.8,-0.135,4931.0,3215.0
596.0,Zebra Technologies,8200.0,11.0,Computer Hardware,"Zebra Technologies Corporation Is An American Company That Manufactures And Sells Marking, Tracking And Computer Printing Technologies.",4485.0,0.063,544.0,0.292,4711.0,9916.0
597.0,Intuitive Surgical,7326.0,64.0,Medical,"Intuitive Inc. Is The Maker Of The Da Vinci Surgical System, And Is Committed To Developing Robotic-assisted Technologies, Tools And Services For Surgery.",4479.0,0.203,1379.3,0.223,9733.0,57432.0
598.0,Warner Music Group,5400.0,29.0,Music; Entertainment,"Warner Music Group Is A Major Music Company With Interests In Recorded Music, Music Publishing And Artist Services.",4475.0,0.117,256.0,-0.166,6017.0,-
599.0,Conduent,67000.0,-82.0,Business Process Services,"Improving How Businesses And Governments Interact With Citizens, Patients, Customers And Employees.",4467.0,-0.172,-1934.0,-,4514.0,519.0
600.0,Tutor Perini,9100.0,-21.0,Construction,Tutor Perini Corporation Is One Of The Largest General Contractors In The United States.tutor Perini Works On Many Construction Projects Throughout The United States And Canada. ,4451.0,-0.001,-387.7,-5.647,4486.0,339.0
601.0,Juniper Networks,9419.0,-39.0,Networking & Cyber Security,"The Company Develops And Markets Networking Products, Including Routers, Switches, Network Management Software, Network Security Products, And Software-defined Networking Technology.",4445.0,-0.043,345.0,-0.391,8838.0,6326.0
602.0,Noble Energy,2282.0,-61.0, Hydrocarbon Exploration ,The Company Is Engaged In Oil And Natural Gas Exploration .,4438.0,-0.11,-1512.0,-,20647.0,2930.0
603.0,Vertiv Holdings,19800.0,-,It Infrastructure Solutions,"It Is A Provider Of Equipment And Services For Datacenters, With A Portfolio Of Power, Cooling And It Infrastructure Solutions And Services That Extends From The Cloud To The Edge Of The Network. ",4431.0,0.034,-140.8,-,4657.0,2841.0
604.0,Tiffany,14100.0,-21.0,Specialty Retail,"Tiffany & Co. Is An American Luxury Jewelry And Specialty Retailer . It Sells Jewelry, Sterling Silver, China, Crystal, Stationery, Fragrances, Water Bottles, Watches, Personal Accessories, And Leather Goods",4424.0,-0.004,541.1,-0.077,6660.0,15694.0
605.0,Eqt,647.0,-59.0,Investment,"Eqt Is A Global Investment Organization , Dedicated To Investing In, Developing, And Owning Companies Across Multiple Regions, Sectors And Business Models. ",4417.0,-0.107,-1221.7,-,18809.0,1806.0
606.0,Ufp Industries,12000.0,-30.0,Lumber,"It Is A Company That Manufactures And Distributes Wood And Wood-alternative Products, Pressure-treated Wood, Engineered Roof Systems For Site-built Construction And Manufactured Housing, And A Solid-sawn Lumber Buyer. ",4416.0,-0.016,179.7,0.209,1890.0,2297.0
607.0,Diebold Nixdorf,22000.0,-39.0,Technology Company,"Diebold Nixdorf Is A Multinational Financial And Retail Technology Company That Specializes In The Sale, Manufacture, Installation And Service Of Self-service Transaction Systems (such As Atms And Currency Processing Systems), Point-of-sale Terminals, Physical Security Products, And Software And Related Services For Global Financial, Retail, And Commercial Markets",4409.0,-0.037,-341.3,-,3791.0,273.0
608.0,Antero Resources,547.0,5.0,Gas,Antero Resources Corporation Is A Company Engaged In Hydrocarbon Exploration. The Company's Reserves Are Entirely In The Appalachian Basin And Are Extracted Using Hydraulic Fracturing. ,4409.0,0.065,-340.1,-,15198.0,204.0
609.0,Meritor,9100.0,-,Automobile Components,"Meritor, Inc. Is A Corporation, Which Manufactures Automobile Components For Military Suppliers, Trucks, And Trailers. Meritor Is A Fortune 500 Company. In 1997, Rockwell International Spun Off Its Automotive Business As Meritor.",4388.0,0.05,291.0,1.487,2815.0,979.0
610.0,Broadridge Financial Solutions,11000.0,-19.0,Data Analytics,"Broadridge Is The Leading Provider Of Investor Communications, Technology-driven Solutions, And Data And Analytics To The Financial Services Industry.",4362.0,0.007,482.1,0.127,3881.0,10887.0
611.0,Church & Dwight,4800.0,1.0,Manufacturing Company,"Church & Dwight Co., Inc., Is A Manufacturer Of Household Products . While It Manufactures Many Items, It Is Best Known For Its Arm & Hammer Line Which Includes Baking Soda And A Variety Of Products Made With It, Including Laundry Detergent",4358.0,0.051,615.9,0.083,6657.0,15774.0
612.0,Marriott Vacations Worldwide,22000.0,159.0,Hotels,"Marriott Vacations Worldwide Corporation Is The World’s Leading Pure-play Public Timeshare Company. Marriott Vacations Worldwide Runs More Than 70 Resorts With Over 400,000 Owners And Members. Its Brands Include Marriott Vacation Club, Marriott Vacation Club Pulse, Grand Residences By Marriott, And The Ritz-carlton Destination Club.",4355.0,0.467,138.0,1.509,9214.0,2280.0
613.0,Edwards Lifesciences,13900.0,40.0,Medical Technology,"Edwards Lifesciences Is A Medical Technology Company , Specializing In Artificial Heart Valves And Hemodynamic Monitoring. It Developed The Sapien Transcatheter Aortic Heart Valve Made Of Cow Tissue Within A Balloon-expandable, Cobalt-chromium Frame, Deployed Via Catheter. ",4348.0,0.152,1046.9,0.45,6488.0,39106.0
614.0,Colfax,15000.0,52.0,Manufacturing,"Colfax Corporation Is  Manufacturing Welding, Air And Gas Handling Equipment, And Medical Devices .",4326.0,0.18,-527.6,-4.764,7387.0,2339.0
615.0,Insperity,3500.0,33.0,Hr,"Insperity, Inc., Is A Professional Employer Organization. Insperity Provides Human Resources And Administrative Services To Small And Medium-sized Businesses",4315.0,0.127,151.1,0.116,1395.0,1469.0
616.0,American Eagle Outfitters,27000.0,8.0,Clothing Company,"American Eagle Outfitters, Inc.,, Is An American Lifestyle, Clothing, And Accessories Retailer.",4308.0,0.068,191.3,-0.27,3329.0,1329.0
617.0,Keysight Technologies,13600.0,21.0,Electronics Company,It Manufactures Electronics Test And Measurement Equipment And Software,4303.0,0.11,621.0,2.764,6623.0,15681.0
618.0,Jeld-wen Holding,23300.0,-28.0,Wood Window And Door Manufacturing Company,"Eld-wen Holding, Inc. Operates As A Holding Company. The Company, Through Its Subsidiaries, Designs, Manufactures, And Distributes Interior And Exterior Doors, As Well As Wood, Vinyl, And Aluminum Windows. Jeld-wen Holding Serves Customers In The United States And Canada.",4290.0,-0.013,63.0,-0.556,3381.0,980.0
619.0,Iron Mountain,25000.0,-14.0,Enterprise Information Management Company,"It Is An American Enterprise Information Management Services Company Founded In 1951 And Headquartered In Boston,",4263.0,0.009,267.4,-0.264,13817.0,6839.0
620.0,Nasdaq,4361.0,-23.0,Financial Services Company,It Is A Multinational Financial Services Corporation That Owns And Operates The Nasdaq Stock Market In The United States And Eight European Stock Exchanges: The Armenia Securities,4262.0,-0.004,774.0,0.69,13924.0,15605.0
621.0,Gartner,16724.0,10.0,It Service Management,"It Is A Global Research And Advisory Firm Providing Information, Advice, And Tools For Leaders In It, Finance, Hr, Customer Service And Support, Communications, Legal And Compliance, Marketing, Sales, And Supply Chain Functions.",4245.0,0.068,233.3,0.905,7151.0,8872.0
622.0,Sinclair Broadcast Group,11800.0,129.0,Telecommunications,It Is A Diversified Media Company And Leading Provider Of Local Sports And News.,4240.0,0.388,47.0,-0.862,17370.0,1473.0
623.0,Ingles Markets,18630.0,-6.0,Supermarket,"Ingles Markets, Inc. Is A Regional Supermarket Chain. Based In Black Mountain, North Carolina. As Of August 2020, The Company Operates 197 Supermarkets In The Southeastern United States. ",4202.0,0.027,81.6,-0.162,1867.0,733.0
624.0,Monster Beverage,3092.0,27.0,Energy Drink,"Monster Beverage Corporation Is A Holding Company And Conducts No Operating Business. It Manufactures Energy Drinks Including Monster Energy, Relentless And Burn",4201.0,0.103,1107.8,0.116,5150.0,30206.0
625.0,Murphy Oil,822.0,218.0, Hydrocarbon Exploration ,"Murphy Oil Corporation Is A Company Engaged In Hydrocarbon Exploration. The Company's Diverse Resource Base Includes Offshore Production In Canada And The Gulf Of Mexico, As Well As North America Onshore Plays In The Eagle Ford Shale, Kaybob Duvernay And Tupper Montney.",4194.0,0.632,1149.7,1.797,11719.0,941.0
626.0,Vertex Pharmaceuticals,3000.0,126.0,Biopharmaceutical,"Vertex Pharmaceuticals, Inc. Is An American Biopharmaceutical Company . It Was One Of The First Biotech Firms To Use An Explicit Strategy Of Rational Drug Design Rather Than Combinatorial Chemistry.",4163.0,0.366,1176.8,-0.439,8319.0,61693.0
627.0,First Republic Bank,4812.0,52.0,Investment Company,"First Republic Bank Is An American Bank And Wealth Management Company Offering Personal Banking, Business Banking, Trust And Wealth Management Services, Catering To Low-risk, High Net-worth Clientele.",4157.0,0.163,930.3,0.09,116264.0,14094.0
628.0,Bloomin' Brands,94000.0,-13.0,Restaurant,"Bloomin' Brands, Inc. Is A Restaurant Holding Company That Owns Several American Casual Dining Restaurant Chains.",4139.0,0.003,130.6,0.219,3593.0,621.0
629.0,Spectrum Brands Holdings,13000.0,-124.0,Company,"Spectrum Is A Leading Supplier Of Residential Locksets, Residential Builders’ Hardware, Plumbing, Shaving And Grooming Products, Personal Care Products, Small Household Appliances, Specialty Pet Supplies, Lawn And Garden, Home Pest Control Products, And Personal Insect Repellents. ",4139.0,-0.248,471.9,-0.386,5231.0,1669.0
630.0,Quad/graphics,19600.0,-22.0,Printing Company,"Quad Is An American Printing Company Based In Sussex, Wisconsin.  The Company Has 39 Printing Facilities In The United States, As Well As Facilities Throughout Europe, Canada, And Latin America.",4137.0,-0.013,-156.3,-19.388,2417.0,136.0
631.0,Flowers Foods,9700.0,2.0,Bakery Company,"It Is A Producer And Marketer Of Packed Bakery Food. The Company Operates 47 Bakeries Producing Bread, Buns, Rolls, Snack Cakes, Pastries, And Tortillas. ",4124.0,0.044,164.5,0.047,3178.0,4341.0
632.0,Cuna Mutual Group,3600.0,30.0,Insurance,"Cuna Mutual Group Is A Mutual Insurance Company That Provides Financial Services To Cooperatives, Credit Unions, Their Members, And Other Customers Worldwide. Cuna Mutual Group Sells Commercial And Consumer Insurance And Protection Products.",4123.0,0.115,219.6,0.022,24610.0,-
633.0,Allegheny Technologies,8100.0,-12.0,Steel,"Allegheny Technologies, Inc. Engages In The Manufacture Of Specialty Materials And Components For Different Industries Which Include Aerospace And Defense, Oil And Gas, Chemical Process, And Electrical Energy.",4123.0,0.019,257.6,0.158,5635.0,1076.0
634.0,Old Dominion Freight Line,20105.0,-12.0,Transport Company,"Old Dominion Freight Line, Inc. Is A Union-free Motor Carrier Providing Regional, Inter-regional And National Less-than-truckload (ltl) Services.",4109.0,0.016,615.5,0.016,3996.0,15692.0
635.0,Landstar System,1333.0,-71.0,Transport Company,Landstar System Is An American Transportation Company That Provides Supply Chain Solutions And Integrated Global And Domestic Transportation Services.,4090.0,-0.115,227.7,-0.108,1428.0,3785.0
636.0,American National Insurance,4640.0,74.0,Insurance Company,"American National Group Inc, Formerly American National Insurance Company, Is Engaged In Life Insurance, Annuities, And Property And Casualty Insurance.",4070.0,0.224,620.4,2.902,28598.0,2215.0
637.0,Snap-on,12800.0,-18.0,Manufacturing Company,"Snap-on Incorporated Is A Global Innovator, Manufacturer And Marketer Of Tools, Diagnostics, Equipment, Software And Service.",4068.0,-0.001,693.5,0.02,5694.0,5951.0
638.0,Brookdale Senior Living,48400.0,-65.0,Seniors Residences,"Brookdale Senior Living Communities Provide Active Retirement Living For Thousands Of Residents, Serving Seniors And Their Families Since 1978.",4057.0,-0.105,-267.9,-,7194.0,575.0
639.0,Amkor Technology,29650.0,-47.0,Semiconductor Manufacturing Company,"Amkor Technology, Inc. Is A Semiconductor Product Packaging And Test Services Provider. ",4053.0,-0.061,120.9,-0.049,4696.0,1878.0
640.0,Wyndham Destinations,22500.0,-79.0,Hospitality,"Wyndham Destinations The World's Largest Vacation Club And Exchange Company, Is On A Mission To Put The World On Vacation",4043.0,-0.131,507.0,-0.246,7453.0,1895.0
641.0,Ppd,23000.0,-,Contract Research Organization,"Ppd. Is An American Contract Research Organization Providing Comprehensive, Integrated Drug Development, Laboratory And Lifecycle Management Services.",4031.0,0.075,47.8,-0.541,5556.0,6208.0
642.0,Dentsply Sirona,15200.0,-14.0,Dental Equipment And Supplies Manufacturing Company,"A Global Total Solutions Provider Dentsply Sirona Is The World’s Largest Manufacturer Of Professional Dental Products And Technologies, Empowering Dental Professionals To Provide Better, Safer And Faster Dental Care.",4029.0,0.011,262.9,-,8603.0,8599.0
643.0,Cno Financial Group,3300.0,-50.0,Financial Services Company,"Its Insurance Subsidiaries Provide Life Insurance, Annuity And Supplemental Health Insurance Products To More Than Four Million Customers In The United States. ",4016.0,-0.069,409.4,-,33631.0,1795.0
644.0,Urban Outfitters,16800.0,-10.0,Retail Company,"Urban Outfitters Is A Lifestyle Retailer Dedicated To Inspiring Customers Through A Unique Combination Of Product, Creativity And Cultural Understanding.",3984.0,0.008,168.1,-0.436,3316.0,1392.0
645.0,Sabre,9250.0,-4.0,Travel Technology,"Sabre Corporation Is A Travel Technology Company Based In Southlake, Texas. It Is The Largest Global Distribution Systems Provider For Air Bookings In North America.",3975.0,0.028,158.6,-0.53,5690.0,1623.0
646.0,Mercury General,4500.0,55.0,Insurance Comapny,Mercury Insurance Has Offered Quality Insurance For Personal Auto Insurance To Homeowners Insurance To Mechanical Breakdown Protection,3973.0,0.175,320.1,-,5889.0,2254.0
647.0,Diamondback Energy,712.0,288.0,Oil & Gas,"Diamondback Energy Inc Operates As An Independent Oil And Natural Gas Company Currently Focused On The Acquisition, Development, Exploration, And Exploitation Of Unconventional, Onshore Oil, And Natural Gas Reserves In The Permian Basin In West Texas.",3964.0,0.821,240.0,-0.716,23531.0,4147.0
648.0,Parsons,15879.0,-,Information Technology & Services,"Parsons Is A Digitally Enabled Solutions Provider And A Global Leader In Many Diversified Markets With A Focus On Security, Defense, And Infrastructure.",3955.0,0.111,120.5,-0.458,3450.0,3217.0
649.0,Aaron's,12100.0,-2.0,Furniture Company,"Aaron's, Inc. Is A Lease-to-own Retailer. The Company Focuses On Leases And Retail Sales Of Furniture, Electronics, Appliances, And Computers.",3948.0,0.031,31.5,-0.84,3298.0,1520.0
650.0,Flowserve,17000.0,-5.0,Machinery Industry Company,"The Flowserve Corporation Is An American Multinational Corporation And One Of The Largest Suppliers Of Industrial And Environmental Machinery Such As Pumps, Valves, End Face Mechanical Seals, Automation, And Services To The Power, Oil, Gas, Chemical And Other Industries.",3945.0,0.029,253.7,1.12,4920.0,3127.0
